replay,family,step,seat,candidate_count,true_immediate_revenue,choices,hindsight_gain_vs_c0,b1_gain_vs_c0,simple_gain_vs_c0,scope
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,591,0,2,"[975.0, 975.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,592,0,2,"[2851.0, 2851.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,606,0,2,"[1467.0, 1467.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,669,0,2,"[227.0, 227.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,673,0,2,"[1820.0, 1814.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,691,0,2,"[652.0, 652.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,695,0,2,"[218.0, 218.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,703,0,2,"[704.0, 704.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,711,0,2,"[1074.0, 896.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,715,0,2,"[864.0, 863.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,716,0,2,"[401.0, 402.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",1.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,717,0,2,"[199.0, 202.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",3.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_0.json.gz,mooman_e052a,718,0,2,"[1326.0, 1326.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,264,1,2,"[2224.0, 2052.0]","{'c0': 0, 'simple': 1, 'b1': 0, 'hindsight': 0}",0.0,0.0,-172.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,427,1,2,"[4106.0, 4094.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,455,1,2,"[1607.0, 1607.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,457,1,2,"[1820.0, 1977.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",157.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,485,1,2,"[357.0, 357.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,498,1,2,"[5129.0, 5098.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,505,1,2,"[1410.0, 1335.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,549,1,2,"[1208.0, 1208.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,559,1,2,"[2643.0, 2643.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,591,1,2,"[975.0, 975.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,592,1,2,"[2851.0, 2851.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,606,1,2,"[1467.0, 1467.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,669,1,2,"[227.0, 227.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,673,1,2,"[1820.0, 1795.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,691,1,2,"[652.0, 652.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,695,1,2,"[218.0, 218.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,703,1,2,"[704.0, 704.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,711,1,2,"[1074.0, 896.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,715,1,2,"[864.0, 863.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,716,1,2,"[401.0, 402.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",1.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,717,1,2,"[199.0, 202.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",3.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092311_seat_1.json.gz,mooman_e052a,718,1,2,"[1326.0, 1326.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,264,0,2,"[2219.0, 2046.0]","{'c0': 0, 'simple': 1, 'b1': 0, 'hindsight': 0}",0.0,0.0,-173.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,359,0,2,"[414.0, 414.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,398,0,2,"[970.0, 970.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,399,0,2,"[145.0, 145.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,401,0,2,"[405.0, 405.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,409,0,2,"[800.0, 799.0]","{'c0': 0, 'simple': 0, 'b1': 1, 'hindsight': 0}",0.0,-1.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,443,0,2,"[331.0, 331.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,481,0,2,"[995.0, 993.0]","{'c0': 0, 'simple': 0, 'b1': 1, 'hindsight': 0}",0.0,-2.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,504,0,2,"[581.0, 581.0]","{'c0': 0, 'simple': 1, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,542,0,2,"[775.0, 775.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,601,0,2,"[425.0, 425.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,602,0,2,"[183.0, 186.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",3.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,603,0,2,"[39.0, 38.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,605,0,2,"[182.0, 182.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,606,0,2,"[182.0, 182.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,614,0,2,"[819.0, 819.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,615,0,2,"[287.0, 287.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,626,0,2,"[28.0, 28.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,627,0,2,"[22.0, 22.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,628,0,2,"[18.0, 18.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,629,0,2,"[23.0, 23.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,633,0,2,"[436.0, 436.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,647,0,2,"[147.0, 147.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,649,0,2,"[729.0, 729.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,668,0,2,"[1315.0, 1315.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,673,0,2,"[488.0, 458.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,695,0,2,"[241.0, 243.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",2.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,708,0,2,"[3482.0, 3482.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,710,0,2,"[558.0, 558.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,715,0,2,"[799.0, 799.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,716,0,2,"[386.0, 382.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,717,0,2,"[515.0, 513.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_0.json.gz,mooman_e052a,718,0,2,"[493.0, 450.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,264,1,2,"[2219.0, 2046.0]","{'c0': 0, 'simple': 1, 'b1': 0, 'hindsight': 0}",0.0,0.0,-173.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,359,1,2,"[414.0, 414.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,398,1,2,"[970.0, 970.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,399,1,2,"[145.0, 145.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,401,1,2,"[405.0, 405.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,409,1,2,"[800.0, 799.0]","{'c0': 0, 'simple': 0, 'b1': 1, 'hindsight': 0}",0.0,-1.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,443,1,2,"[331.0, 331.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,481,1,2,"[995.0, 993.0]","{'c0': 0, 'simple': 0, 'b1': 1, 'hindsight': 0}",0.0,-2.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,504,1,2,"[581.0, 581.0]","{'c0': 0, 'simple': 1, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,542,1,2,"[775.0, 775.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,601,1,2,"[425.0, 425.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,602,1,2,"[183.0, 186.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 1}",3.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
experiments\learning_next_20260921\b_development_evaluation\replays\c0\mooman_e052a\seed_2026092312_seat_1.json.gz,mooman_e052a,603,1,2,"[39.0, 38.0]","{'c0': 0, 'simple': 0, 'b1': 0, 'hindsight': 0}",0.0,0.0,0.0,"same-turn, same candidate set; not a game-level counterfactual"
