seed,opponent,seat,arm,source_text_sha256,opponent_source_text_sha256,cash_self,cash_opponent,margin,steps,policy_calls,saved_action_mismatch,saved_observation_mismatch,seconds,trace,trace_sha256,bself,bopp,bmargin,bresult,mself,mopp,mmargin,mresult,points,delta_points_vs_B1,delta_points_vs_M20,delta_margin_vs_B1,delta_margin_vs_M20,delta_self_vs_B1,delta_opp_vs_B1,result,transition_vs_B1,transition_vs_M20
612609242,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,109220.0,109220.0,0.0,719,1438,,,2.406465204999904,reactive_consensus_traces/612609242_v57_seat1_alt_two_votes.json.gz,7ec23e9cdccc9cd78187c462c769074189a8297e93cb8602cd0430880d8576fe,109219.0,109221.0,-2.0,L,109206.0,109209.0,-3.0,L,0.5,0.5,0.5,2.0,3.0,1.0,-1.0,T,L->T,L->T
612609242,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,109220.0,109220.0,0.0,719,1438,,,2.5563944149999998,reactive_consensus_traces/612609242_v57_seat0_alt_two_votes.json.gz,e5997aba9ed8af06f9edc7e85b8d4f3e4af84b21266104001335ab1ea4c31b2c,109219.0,109221.0,-2.0,L,109206.0,109209.0,-3.0,L,0.5,0.5,0.5,2.0,3.0,1.0,-1.0,T,L->T,L->T
612609242,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,109228.0,109216.0,12.0,719,1438,,,2.3543025769999986,reactive_consensus_traces/612609242_order_book_seat0_alt_two_votes.json.gz,c310a41385a32742cb0626d81d58af0811557c43d2e7f5e8801993d80fb0d4f4,109226.0,109216.0,10.0,W,109211.0,109204.0,7.0,W,1.0,0.0,0.0,2.0,5.0,2.0,0.0,W,W->W,W->W
612609242,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,109350.0,109003.0,347.0,719,1438,,,2.3527405700000372,reactive_consensus_traces/612609242_metav4_seat0_alt_two_votes.json.gz,69bc5bd77c820da99c9041fe98654ceb6c9b66360c06d1f092a47cc2deecfe2f,109348.0,109004.0,344.0,W,109334.0,108993.0,341.0,W,1.0,0.0,0.0,3.0,6.0,2.0,-1.0,W,W->W,W->W
612609242,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,109228.0,109216.0,12.0,719,1438,,,2.4788631939999277,reactive_consensus_traces/612609242_order_book_seat1_alt_two_votes.json.gz,1f7e39468563de7adfd6c7343a82232752b7334afeb8919ef8cb98e5415015c2,109226.0,109216.0,10.0,W,109211.0,109204.0,7.0,W,1.0,0.0,0.0,2.0,5.0,2.0,0.0,W,W->W,W->W
612609242,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,109350.0,109003.0,347.0,719,1438,,,2.2614529120000952,reactive_consensus_traces/612609242_metav4_seat1_alt_two_votes.json.gz,477e37fdc3a053733ea247aa47c2704078f1d8dac8aecd79078cbb27fa871b07,109348.0,109004.0,344.0,W,109334.0,108993.0,341.0,W,1.0,0.0,0.0,3.0,6.0,2.0,-1.0,W,W->W,W->W
612609243,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,103803.0,103901.0,-98.0,719,1438,,,3.020621666000011,reactive_consensus_traces/612609243_v57_seat1_alt_two_votes.json.gz,bd5bbebe49243d8b21f0545b19f204897511400da9db2e12c4d5199966d7429e,103803.0,103901.0,-98.0,L,103658.0,103533.0,125.0,W,0.0,0.0,-1.0,0.0,-223.0,0.0,0.0,L,L->L,W->L
612609243,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,103617.0,103617.0,0.0,719,1438,,,3.287710457000003,reactive_consensus_traces/612609243_B1_seat0_alt_two_votes.json.gz,7ef1d7be5358330fe9a46c0be042dec284539588dbf34eb89339bbc71a143df8,103617.0,103617.0,0.0,T,103644.0,103613.0,31.0,W,0.5,0.0,-0.5,0.0,-31.0,0.0,0.0,T,T->T,W->T
612609243,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,103803.0,103901.0,-98.0,719,1438,,,3.2658789990000514,reactive_consensus_traces/612609243_v57_seat0_alt_two_votes.json.gz,d087782f8b33ab3e0035d9ba23e796031c703b1a0bd3f237ea7da389c33a8d2b,103803.0,103901.0,-98.0,L,103658.0,103533.0,125.0,W,0.0,0.0,-1.0,0.0,-223.0,0.0,0.0,L,L->L,W->L
612609243,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,103617.0,103617.0,0.0,719,1438,,,3.4928003580000677,reactive_consensus_traces/612609243_B1_seat1_alt_two_votes.json.gz,23adfecc5f8dc43e57575b88de3497b1d875265fce7e902574431c9995e668e1,103617.0,103617.0,0.0,T,103644.0,103613.0,31.0,W,0.5,0.0,-0.5,0.0,-31.0,0.0,0.0,T,T->T,W->T
612609243,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,103716.0,103102.0,614.0,719,1438,,,2.7105139499999495,reactive_consensus_traces/612609243_order_book_seat0_alt_two_votes.json.gz,62dc1a44ec782974b01982074f67c714e58b44ef9528a96721841d3c6586f5c7,103716.0,103102.0,614.0,W,103512.0,102875.0,637.0,W,1.0,0.0,0.0,0.0,-23.0,0.0,0.0,W,W->W,W->W
612609243,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,103839.0,103102.0,737.0,719,1438,,,2.6502470340000173,reactive_consensus_traces/612609243_metav4_seat0_alt_two_votes.json.gz,a4d8572bdfd6aa43fbebb277a9cc25feb8edf86ffc248cf4d72eb06b6d6a5c0d,103839.0,103102.0,737.0,W,103781.0,102920.0,861.0,W,1.0,0.0,0.0,0.0,-124.0,0.0,0.0,W,W->W,W->W
612609243,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,103716.0,103102.0,614.0,719,1438,,,2.841122564999978,reactive_consensus_traces/612609243_order_book_seat1_alt_two_votes.json.gz,0e6b76d5eb5e0f1af3f7bfb8c23d034516fe69ca18959fa3a8b2b5c49200e412,103716.0,103102.0,614.0,W,103512.0,102875.0,637.0,W,1.0,0.0,0.0,0.0,-23.0,0.0,0.0,W,W->W,W->W
612609243,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,103839.0,103102.0,737.0,719,1438,,,2.7006880349999847,reactive_consensus_traces/612609243_metav4_seat1_alt_two_votes.json.gz,3cf015a18c2c7efb77a42caab4b969dd97bcda3c2e2b01e37c46a78a923b6531,103839.0,103102.0,737.0,W,103781.0,102920.0,861.0,W,1.0,0.0,0.0,0.0,-124.0,0.0,0.0,W,W->W,W->W
612609244,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,71581.0,71159.0,422.0,719,1438,,,2.240267360999951,reactive_consensus_traces/612609244_v57_seat0_alt_two_votes.json.gz,c389f2b1463f6dc6909981b0035bb930e780aa405f37e135225d0e6b7a143d56,71581.0,71159.0,422.0,W,71040.0,71171.0,-131.0,L,1.0,0.0,1.0,0.0,553.0,0.0,0.0,W,W->W,L->W
612609244,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,71006.0,72311.0,-1305.0,719,1438,,,2.6382076029999553,reactive_consensus_traces/612609244_B1_seat0_alt_two_votes.json.gz,0bc7b164fd58889533fd105ef6c935f0525fd342b31addef95599343069a4dbd,72289.0,72289.0,0.0,T,71271.0,70430.0,841.0,W,0.0,-0.5,-1.0,-1305.0,-2146.0,-1283.0,22.0,L,T->L,W->L
612609244,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,71006.0,72311.0,-1305.0,719,1438,,,2.4820371319999595,reactive_consensus_traces/612609244_B1_seat1_alt_two_votes.json.gz,1b4f0480f9ab8e7aaa880b51ab248fc523c0532991d20591da0e7e60d756821d,72289.0,72289.0,0.0,T,71271.0,70430.0,841.0,W,0.0,-0.5,-1.0,-1305.0,-2146.0,-1283.0,22.0,L,T->L,W->L
612609244,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,71581.0,71159.0,422.0,719,1438,,,2.4433676849999983,reactive_consensus_traces/612609244_v57_seat1_alt_two_votes.json.gz,8ff9a6fb987150d4f1bc52d0e2c01d7a59dc24559849cbe4aee14550d74bb998,71581.0,71159.0,422.0,W,71040.0,71171.0,-131.0,L,1.0,0.0,1.0,0.0,553.0,0.0,0.0,W,W->W,L->W
612609244,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,71016.0,72300.0,-1284.0,719,1438,,,2.12649511099994,reactive_consensus_traces/612609244_order_book_seat0_alt_two_votes.json.gz,289dba2a8d48de0eab36bf701fee3965af398acef0cf1a648688c82fa2db0c22,72296.0,72275.0,21.0,W,71283.0,70420.0,863.0,W,0.0,-1.0,-1.0,-1305.0,-2147.0,-1280.0,25.0,L,W->L,W->L
612609244,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,71716.0,71072.0,644.0,719,1438,,,2.236545200000023,reactive_consensus_traces/612609244_metav4_seat0_alt_two_votes.json.gz,2518f24a017c941f4db67fac12a0941d357181ce225896f0f27c8d96025329c5,71716.0,71072.0,644.0,W,71218.0,70994.0,224.0,W,1.0,0.0,0.0,0.0,420.0,0.0,0.0,W,W->W,W->W
612609244,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,71016.0,72300.0,-1284.0,719,1438,,,2.400665269000001,reactive_consensus_traces/612609244_order_book_seat1_alt_two_votes.json.gz,7cfec2e8e80f569fb2139facf7ffbc1c5a7b1c83dd15c9884b2eda3771f0eb97,72296.0,72275.0,21.0,W,71283.0,70420.0,863.0,W,0.0,-1.0,-1.0,-1305.0,-2147.0,-1280.0,25.0,L,W->L,W->L
612609244,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,71716.0,71072.0,644.0,719,1438,,,2.2544117029999597,reactive_consensus_traces/612609244_metav4_seat1_alt_two_votes.json.gz,ea6addc8964bbe173650dce28fb18d4cdcfe172b34177467ee9ff167c3354699,71716.0,71072.0,644.0,W,71218.0,70994.0,224.0,W,1.0,0.0,0.0,0.0,420.0,0.0,0.0,W,W->W,W->W
612609245,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,103840.0,103840.0,0.0,719,1438,,,3.6904970790000107,reactive_consensus_traces/612609245_B1_seat0_alt_two_votes.json.gz,4335f0041b8a270178a015e33c7cc612f01ab60713ab0a3bb7baf7230e62be82,103840.0,103840.0,0.0,T,103840.0,103840.0,0.0,T,0.5,0.0,0.0,0.0,0.0,0.0,0.0,T,T->T,T->T
612609245,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,103840.0,103840.0,0.0,719,1438,,,3.5384454879999794,reactive_consensus_traces/612609245_B1_seat1_alt_two_votes.json.gz,b8026fcf59d2d36e5a86afdaac8a97bcde442339262a564657bef8708e464438,103840.0,103840.0,0.0,T,103840.0,103840.0,0.0,T,0.5,0.0,0.0,0.0,0.0,0.0,0.0,T,T->T,T->T
612609245,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,103819.0,103789.0,30.0,719,1438,,,3.4333347500000855,reactive_consensus_traces/612609245_v57_seat1_alt_two_votes.json.gz,3685b2b2a771f22bce245774174d7550eb2f9cd7b2a67e2a4afc690d1545ba2b,103819.0,103789.0,30.0,W,103819.0,103789.0,30.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,W,W->W,W->W
612609245,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,103819.0,103789.0,30.0,719,1438,,,3.549270471,reactive_consensus_traces/612609245_v57_seat0_alt_two_votes.json.gz,9cd8e3be0908cc81985ffc288decc6134b112f3b9a586ba1bcb740a0efba7a8d,103819.0,103789.0,30.0,W,103819.0,103789.0,30.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,W,W->W,W->W
612609245,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,103867.0,103629.0,238.0,719,1438,,,2.4530935949999275,reactive_consensus_traces/612609245_order_book_seat0_alt_two_votes.json.gz,f0bee25a6f3b143c7bea819c76da4907eefd440f94a018438658eadf6b5b9b92,103867.0,103629.0,238.0,W,103867.0,103629.0,238.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,W,W->W,W->W
612609245,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,103867.0,103629.0,238.0,719,1438,,,2.3055244679999305,reactive_consensus_traces/612609245_order_book_seat1_alt_two_votes.json.gz,f2c332b04baf482bb40308a12c6061df0851e6388b79c997836e1c2c8f7ff604,103867.0,103629.0,238.0,W,103867.0,103629.0,238.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,W,W->W,W->W
612609245,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,103929.0,103639.0,290.0,719,1438,,,2.2811762000000044,reactive_consensus_traces/612609245_metav4_seat0_alt_two_votes.json.gz,4dde99412d802f3e7b87e47afd68aa593fd1235c7d3f268ed60ce5fcdc644d82,103929.0,103639.0,290.0,W,103929.0,103639.0,290.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,W,W->W,W->W
612609245,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,103929.0,103639.0,290.0,719,1438,,,2.3985634890000256,reactive_consensus_traces/612609245_metav4_seat1_alt_two_votes.json.gz,c691580854ca26825d54ad5bc228b81f0a1643e1b851d57981e152563af835a1,103929.0,103639.0,290.0,W,103929.0,103639.0,290.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,W,W->W,W->W
612609246,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,77372.0,77372.0,0.0,719,1438,,,2.409782076000056,reactive_consensus_traces/612609246_B1_seat1_alt_two_votes.json.gz,f34348904c48c4faeeb2caa5b376141f5ff9ccfaa56d61757808121fb03ac8e7,77372.0,77372.0,0.0,T,78174.0,76786.0,1388.0,W,0.5,0.0,-0.5,0.0,-1388.0,0.0,0.0,T,T->T,W->T
612609246,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,77382.0,77818.0,-436.0,719,1438,,,2.3785175980000304,reactive_consensus_traces/612609246_v57_seat0_alt_two_votes.json.gz,20a67d0a35dde702491fd3c1238f8fe699f2d294072b25f01cce597bc9cc31c4,77382.0,77818.0,-436.0,L,77628.0,77944.0,-316.0,L,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,L,L->L,L->L
612609246,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,77372.0,77372.0,0.0,719,1438,,,2.5948859410000296,reactive_consensus_traces/612609246_B1_seat0_alt_two_votes.json.gz,61bef94f83d14591db86554defc3ff57fc54f93484328ac67ebfc58283311a38,77372.0,77372.0,0.0,T,78174.0,76786.0,1388.0,W,0.5,0.0,-0.5,0.0,-1388.0,0.0,0.0,T,T->T,W->T
612609246,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,77382.0,77818.0,-436.0,719,1438,,,2.773218939000003,reactive_consensus_traces/612609246_v57_seat1_alt_two_votes.json.gz,4fc6b936375fd010bb49319d265a4e5188d4012e975a8a8aa8b992dc99145ee5,77382.0,77818.0,-436.0,L,77628.0,77944.0,-316.0,L,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,L,L->L,L->L
612609246,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,77146.0,77803.0,-657.0,719,1438,,,2.557571549000045,reactive_consensus_traces/612609246_metav4_seat0_alt_two_votes.json.gz,e09def05952ba4e57bd999b78e489af24d1ea2e8a9b7850ce2a728b5ec02d87e,77146.0,77803.0,-657.0,L,77445.0,77758.0,-313.0,L,0.0,0.0,0.0,0.0,-344.0,0.0,0.0,L,L->L,L->L
612609246,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,77745.0,77523.0,222.0,719,1438,,,2.918423929000028,reactive_consensus_traces/612609246_order_book_seat1_alt_two_votes.json.gz,de7fea6ad1cf9573b6263be5c29b5703bd849a2752ef6cdf3365674cefbe19ad,77745.0,77523.0,222.0,W,77765.0,77430.0,335.0,W,1.0,0.0,0.0,0.0,-113.0,0.0,0.0,W,W->W,W->W
612609246,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,77745.0,77523.0,222.0,719,1438,,,3.036607850999985,reactive_consensus_traces/612609246_order_book_seat0_alt_two_votes.json.gz,827f71c55f4540379e369e12ca39cad60e329679e64ec892972eab30fd4f41af,77745.0,77523.0,222.0,W,77765.0,77430.0,335.0,W,1.0,0.0,0.0,0.0,-113.0,0.0,0.0,W,W->W,W->W
612609246,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,77146.0,77803.0,-657.0,719,1438,,,2.6512181640000563,reactive_consensus_traces/612609246_metav4_seat1_alt_two_votes.json.gz,769ed8f17a169c6eb014ddefb9608ff8d31dd8a3330b7bd632008d0d1a10f24b,77146.0,77803.0,-657.0,L,77445.0,77758.0,-313.0,L,0.0,0.0,0.0,0.0,-344.0,0.0,0.0,L,L->L,L->L
